word,valence,arousal,dominance
toast,0.8,0.6,0.5
toilet,-0.6,0.1,-0.4
tolerate,-0.7,0.15,0.1
tomb,-0.7,-0.4,-0.3
tomorrow,0.2,0.5,0.3
toothache,-0.5,0.7,-0.5
top,0.4,0.3,0.25
topple,0.3,0.7,-0.1
torment,-0.6333,0.3333,-0.1
tornado,-0.5,0.7,-0.5
torpedo,-0.7,0.7,0.5
torrent,-0.5,0.7,-0.5
tortious,-0.65,0.4,0.05
torture,-0.46,0.32,-0.08
touchy,-0.7,0.15,0.1
tough,-0.7,-0.4,-0.3
toughness,-0.2,0.5,0.0667
towering,-0.15,0.6,-0.1
toxic,-0.6,0.1,-0.4
toxin,-0.5,0.7,-0.5
track,0.2,0.5,0.3
tract,-0.5,0.7,-0.5
trade,0.6,0.1,0.2
tragedy,-0.6,0.15,-0.4
trainer,0.6,0.1,0.2
traitor,-0.625,0.275,-0.175
tramp,-0.6,0.1333,-0.4
tranquil,0.8,0.6,0.5
tranquility,0.7,0.35,0.35
transaction,0.6,0.1,0.2
transcendence,0.475,0.475,0.225
transcript,0.6,0.1,0.2
transitional,0.2,0.5,0.3
translation,0.6,0.1,0.2
trash,-0.65,-0.15,-0.35
trashy,-0.6,0.1,-0.4
traumatic,-0.6333,0.3333,-0.1
travesty,-0.6,0.1333,-0.4
treacherous,-0.6,0.5,-0.1333
treachery,-0.4,0.425,-0.1
treadmill,0.2,0.5,0.3
treason,-0.375,0.55,-0.125
treasure,0.5333,0.4,0.3333
treasurer,0.6,0.1,0.2
treat,-0.075,0.375,0.025
tree,0.1,0.45,0.1667
trembling,-0.5,0.7,-0.5
tremor,-0.425,0.375,0.0
trepidation,0.0,0.6333,-0.1
trespass,-0.7,0.7,0.5
tribe,0.6,0.1,0.2
tribulation,-0.6,0.15,-0.4
tribunal,-0.075,0.35,-0.1
tribune,0.6,0.1,0.2
tributary,0.2,0.5,0.3
trick,0.3,0.7,-0.1
trickery,-0.44,0.36,-0.16
trip,0.3,0.7,-0.1
tripping,-0.7,0.15,0.1
triumph,0.5,0.55,0.4
triumphant,0.5333,0.4,0.3333
troll,-0.6,0.7,0.0
trophy,0.475,0.475,0.225
troublesome,-0.6,0.7,0.0
truce,0.7,0.35,0.35
truck,0.6,0.1,0.2
true,0.7,0.35,0.35
trump,0.3,0.7,-0.1
truss,0.6,0.1,0.2
trust,0.6,0.1,0.2
trustee,0.6,0.1,0.2
truth,0.6,0.1,0.2
truthful,0.6,0.1,0.2
truthfulness,0.6,0.1,0.2
tumor,-0.5,0.7,-0.5
tumour,-0.6,0.15,-0.4
tumult,-0.3,0.7,-0.0333
tumultuous,-0.6,0.7,0.0
turbulence,-0.6,0.7,0.0
turbulent,-0.5,0.7,-0.5
turmoil,-0.6333,0.3333,-0.1
tussle,-0.7,0.7,0.5
tutelage,0.6,0.1,0.2
twinkle,0.5,0.55,0.4
typhoon,-0.5,0.7,-0.5
tyrannical,-0.6,0.5,-0.1333
tyranny,-0.6,0.15,-0.4
tyrant,-0.625,0.275,-0.175
ugliness,-0.6,0.1333,-0.4
ugly,-0.6,0.1,-0.4
ulcer,-0.625,0.275,-0.175
ultimate,-0.25,0.05,0.0
ultimately,0.2,0.5,0.3
ultimatum,-0.6,0.7,0.0
umpire,0.6,0.1,0.2
unable,-0.7,-0.4,-0.3
unacceptable,-0.7,-0.4,-0.3
unaccountable,-0.125,0.075,-0.05
unacknowledged,-0.7,-0.4,-0.3
unanticipated,0.3,0.7,-0.1
unattainable,-0.7,0.15,0.1
unattractive,-0.65,-0.15,-0.35
unbearable,-0.65,-0.15,-0.35
unbeaten,0.15,0.35,0.1
unbridled,-0.175,0.65,0.05
unbroken,0.6,0.1,0.2
uncanny,-0.1,0.7,-0.3
uncaring,-0.6667,0.1333,-0.0667
uncertain,-0.375,0.55,-0.125
unclean,-0.6,0.1,-0.4
unconscionable,-0.6,0.1,-0.4
unconstrained,0.8,0.6,0.5
uncontrollable,-0.0667,0.6333,0.2333
uncover,0.3,0.7,-0.1
undecided,-0.15,0.6,-0.1
underestimate,0.3,0.7,-0.1
underpaid,-0.7,0.15,0.1
understanding,0.6,0.1,0.2
undertaker,-0.7,-0.4,-0.3
undertaking,0.2,0.5,0.3
underwrite,0.6,0.1,0.2
undesirable,-0.625,0.275,-0.175
undesired,-0.7,-0.4,-0.3
undisclosed,0.2,0.5,0.3
undiscovered,0.3,0.7,-0.1
undoubted,-0.2,0.3,-0.05
undying,0.225,0.2,0.175
uneasiness,-0.25,0.05,0.0
uneasy,-0.55,0.4,-0.45
uneducated,-0.7,-0.4,-0.3
unemployed,-0.6,0.15,-0.4
unequal,-0.625,0.275,-0.175
unequivocal,0.6,0.1,0.2
unexpected,0.2,0.625,0.05
unexpectedly,0.3,0.7,-0.1
unexplained,-0.25,0.05,0.0
unfair,-0.6667,0.1333,-0.0667
unfairness,-0.7,0.15,0.1
unfaithful,-0.6,0.1,-0.4
unfavorable,-0.65,-0.15,-0.35
unfold,0.2,0.5,0.3
unforeseen,0.3,0.7,-0.1
unforgiving,-0.7,0.15,0.1
unfortunate,-0.7,-0.4,-0.3
unfriendly,-0.625,0.275,-0.175
unfulfilled,-0.225,0.375,0.1
ungodly,-0.7,-0.4,-0.3
ungrateful,-0.65,0.4,0.05
unguarded,0.3,0.7,-0.1
unhappiness,-0.7,-0.4,-0.3
unhappy,-0.6667,0.1333,-0.0667
unhealthy,-0.6,0.1333,-0.4
unholy,-0.5,0.7,-0.5
unification,0.5333,0.4,0.3333
unimaginable,0.3,0.7,-0.1
unimportant,-0.7,-0.4,-0.3
uninspired,-0.7,-0.4,-0.3
unintended,0.3,0.7,-0.1
unintentional,0.3,0.7,-0.1
unintentionally,0.3,0.7,-0.1
uninterested,-0.7,-0.4,-0.3
uninteresting,-0.7,-0.4,-0.3
uninvited,-0.7,-0.4,-0.3
unique,0.3,0.7,-0.1
united,0.6,0.1,0.2
unity,0.6,0.1,0.2
university,0.2,0.5,0.3
unjust,-0.7,0.7,0.5
unjustifiable,-0.6,0.5,-0.1333
unkind,-0.625,0.275,-0.175
unknown,-0.15,0.6,-0.1
unlawful,-0.625,0.275,-0.175
unlucky,-0.625,0.275,-0.175
unmanageable,-0.6,0.1,-0.4
unnatural,-0.55,0.4,-0.45
unpaid,-0.7,0.15,0.1
unpleasant,-0.65,-0.15,-0.35
unpopular,-0.65,-0.15,-0.35
unprecedented,0.3,0.7,-0.1
unpredictable,0.3,0.7,-0.1
unpublished,-0.25,0.05,0.0
unquestionable,0.6,0.1,0.2
unquestionably,0.6,0.1,0.2
unquestioned,0.6,0.1,0.2
unreliable,0.6,0.1,0.2
unrequited,-0.7,-0.4,-0.3
unresolved,0.2,0.5,0.3
unrest,-0.6,0.15,-0.4
unruly,-0.6,0.5,-0.1333
unsafe,-0.5,0.7,-0.5
unsatisfactory,-0.6,0.1,-0.4
unsatisfied,-0.65,-0.15,-0.35
unseat,-0.7,-0.4,-0.3
unsettled,-0.6,0.5,-0.1333
unsightly,-0.6,0.1,-0.4
unspeakable,-0.5,0.7,-0.5
unstable,-0.1,0.7,-0.3
unsteady,-0.5,0.7,-0.5
unsuccessful,-0.7,-0.4,-0.3
unsurpassed,0.275,0.475,0.125
unsuspecting,0.3,0.7,-0.1
unsympathetic,-0.7,0.7,0.5
unthinkable,-0.6,0.5,-0.1333
untidy,-0.6,0.1,-0.4
untie,0.8,0.6,0.5
untitled,-0.7,-0.4,-0.3
untold,0.2,0.5,0.3
untoward,-0.65,0.4,0.05
untrustworthy,-0.7,0.7,0.5
unverified,0.2,0.5,0.3
unwashed,-0.6,0.1,-0.4
unwavering,0.6,0.1,0.2
unwelcome,-0.7,-0.4,-0.3
unwell,-0.7,-0.4,-0.3
unworthy,-0.6,0.1,-0.4
upheaval,-0.6333,0.3333,-0.1
uphill,-0.15,0.6,-0.1
uplift,0.5333,0.4,0.3333
upright,0.6,0.1,0.2
uprising,-0.3333,0.6333,0.1
upset,-0.7,0.15,0.1
urgency,0.0,0.6333,-0.1
urgent,0.0,0.6333,-0.1
urn,-0.7,-0.4,-0.3
usher,0.6,0.1,0.2
usual,0.6,0.1,0.2
usurp,-0.7,0.7,0.5
usurped,-0.6,0.7,0.0
utopian,0.5333,0.4,0.3333
vacation,0.5,0.55,0.4
vacuous,-0.6,0.1,-0.4
vainly,-0.65,-0.15,-0.35
validity,-0.5,0.7,-0.5
valor,0.6,0.1,0.2
vampire,-0.6,0.5,-0.1333
vanish,0.3,0.7,-0.1
vanished,-0.3,0.3333,-0.3
variable,0.3,0.7,-0.1
varicella,-0.6,0.1333,-0.4
veal,-0.05,-0.15,-0.05
veer,-0.1,0.7,-0.3
vegetative,-0.65,-0.15,-0.35
vehement,-0.6,0.7,0.0
vendetta,-0.6333,0.3333,-0.1
venerable,0.5333,0.4,0.3333
vengeance,-0.7,0.7,0.5
vengeful,-0.6,0.7,0.0
venom,-0.6,0.5,-0.1333
venomous,-0.6,0.5,-0.1333
vent,-0.7,0.7,0.5
veracity,0.475,0.475,0.225
verdict,-0.5,0.7,-0.5
verge,-0.15,0.6,-0.1
verification,0.6,0.1,0.2
verified,0.6,0.1,0.2
verily,0.6,0.1,0.2
vermin,-0.6,0.5,-0.1333
vernal,0.8,0.6,0.5
versus,-0.7,0.7,0.5
vertigo,-0.5,0.7,-0.5
vesicular,-0.6,0.1,-0.4
veteran,0.6,0.1,0.2
veto,-0.7,0.7,0.5
vicar,0.6,0.1,0.2
vicious,-0.65,0.4,0.05
victim,-0.6333,0.3333,-0.1
victimized,-0.44,0.36,-0.16
victor,0.8,0.6,0.5
victorious,0.8,0.6,0.5
victory,0.5333,0.4,0.3333
vigil,0.2,0.5,0.3
vigilance,0.4,0.3,0.25
vigilant,0.05,0.4,-0.15
vigorous,0.6,0.1,0.2
villager,0.6,0.1,0.2
villain,-0.5,0.7,-0.5
villainous,-0.6,0.5,-0.1333
vindicate,-0.7,0.7,0.5
vindication,0.5333,0.4,0.3333
vindictive,-0.65,0.4,0.05
violation,-0.4,0.425,-0.1
violence,-0.6333,0.3333,-0.1
violent,-0.375,0.55,-0.125
violently,-0.625,0.275,-0.175
viper,-0.5,0.7,-0.5
virgin,0.6,0.1,0.2
virginity,0.2,0.5,0.3
virtue,0.6,0.1,0.2
virtuous,0.7,0.35,0.35
virulence,-0.6,0.7,0.0
vision,0.2,0.5,0.3
visionary,0.5333,0.4,0.3333
visitor,0.5,0.55,0.4
visor,0.25,0.6,0.1
vitality,0.7,0.35,0.35
vivacious,0.8,0.6,0.5
vivid,0.8,0.6,0.5
volatility,-0.175,0.65,0.05
volcano,-0.1,0.7,-0.3
volunteer,0.275,0.475,0.125
volunteers,0.6,0.1,0.2
voluptuous,0.5,0.55,0.4
vomit,-0.6,0.1,-0.4
vote,0.0833,0.3667,0.1833
votive,0.6,0.1,0.2
vouch,0.6,0.1,0.2
voucher,0.6,0.1,0.2
vow,0.5333,0.4,0.3333
voyage,0.2,0.5,0.3
vulgar,-0.6,0.1,-0.4
vulgarity,-0.6667,0.1333,-0.0667
vulnerability,-0.6,0.15,-0.4
vulture,-0.55,0.4,-0.45
waffle,-0.7,0.15,0.1
wages,0.8,0.6,0.5
wail,-0.6,0.15,-0.4
wait,0.2,0.5,0.3
wallow,-0.65,-0.15,-0.35
wan,-0.6,0.15,-0.4
wane,-0.7,-0.4,-0.3
wanting,-0.7,-0.4,-0.3
war,-0.5,0.7,-0.5
warden,-0.2,0.5,0.0667
ware,-0.5,0.7,-0.5
warfare,-0.6333,0.3333,-0.1
warlike,-0.6,0.7,0.0
warlock,-0.5,0.7,-0.5
warn,0.15,0.5,-0.025
warned,0.0,0.6333,-0.1
warning,-0.5,0.7,-0.5
warp,-0.7,0.15,0.1
warranty,0.6,0.1,0.2
warrior,-0.6,0.7,0.0
wart,-0.6,0.1,-0.4
wary,-0.5,0.7,-0.5
waste,-0.6,0.1,-0.4
wasted,-0.65,0.4,0.05
wasteful,-0.6667,0.1333,-0.0667
wasting,-0.6,0.1333,-0.4
watch,-0.15,0.6,-0.1
watchdog,0.6,0.1,0.2
watchful,0.6,0.1,0.2
watchman,0.6,0.1,0.2
waver,-0.5,0.7,-0.5
weakly,-0.6,0.15,-0.4
wealth,0.7,0.35,0.35
wear,0.6,0.1,0.2
wearily,-0.7,-0.4,-0.3
weariness,-0.7,-0.4,-0.3
weary,-0.7,-0.4,-0.3
weeds,-0.7,-0.4,-0.3
weep,-0.7,-0.4,-0.3
weeping,-0.7,-0.4,-0.3
weigh,0.4,0.3,0.25
weight,0.0143,0.3286,-0.0429
weighty,-0.5,0.7,-0.5
weird,-0.6,0.1,-0.4
weirdo,-0.5,0.7,-0.5
welcomed,0.8,0.6,0.5
wench,-0.65,0.4,0.05
whim,0.4333,0.6,0.2333
whimper,-0.6,0.15,-0.4
whimsical,0.8,0.6,0.5
whine,-0.65,-0.15,-0.35
whip,-0.7,0.7,0.5
whirlpool,-0.5,0.7,-0.5
whirlwind,-0.5,0.7,-0.5
white,0.5333,0.4,0.3333
whiteness,0.8,0.6,0.5
wholesome,0.6,0.1,0.2
whore,-0.6,0.1,-0.4
wicked,-0.5,0.7,-0.5
wickedness,-0.6,0.1,-0.4
widow,-0.7,-0.4,-0.3
widower,-0.7,-0.4,-0.3
wild,0.3,0.7,-0.1
wilderness,-0.3333,0.2667,-0.1667
wildfire,-0.3,0.3333,-0.3
willful,-0.7,0.15,0.1
wimp,-0.55,0.4,-0.45
wimpy,-0.625,0.275,-0.175
wince,-0.625,0.275,-0.175
winner,0.4333,0.6,0.2333
winning,0.1,0.2667,0.0333
winnings,0.5,0.55,0.4
wireless,-0.0667,0.6333,0.2333
wisdom,0.6,0.1,0.2
wishful,0.2,0.5,0.3
witch,-0.6,0.5,-0.1333
witchcraft,-0.6333,0.3333,-0.1
withdraw,-0.7,-0.4,-0.3
wither,-0.7,-0.4,-0.3
withered,-0.6,0.1,-0.4
withstand,-0.15,0.6,-0.1
witness,0.6,0.1,0.2
witty,0.8,0.6,0.5
wizard,0.25,0.6,0.1
woe,-0.6,0.1333,-0.4
woeful,-0.7,-0.4,-0.3
woefully,-0.65,-0.15,-0.35
wonderful,0.5667,0.4667,0.2
wonderfully,0.55,0.65,0.2
wont,0.2,0.5,0.3
wop,-0.7,0.7,0.5
word,0.6,0.1,0.2
words,-0.7,0.7,0.5
worm,0.25,0.6,0.1
worn,-0.7,-0.4,-0.3
worried,-0.7,-0.4,-0.3
worry,-0.3333,0.2667,-0.1667
worrying,-0.3333,0.2667,-0.1667
worse,-0.6,0.15,-0.4
worsening,-0.65,-0.15,-0.35
worship,0.275,0.475,0.125
worthless,-0.6667,0.1333,-0.0667
worthy,0.6,0.1,0.2
wot,0.6,0.1,0.2
wound,-0.6333,0.3333,-0.1
wrangling,-0.625,0.275,-0.175
wrath,-0.6,0.7,0.0
wreak,-0.7,0.7,0.5
wreck,-0.44,0.36,-0.16
wrecked,-0.6333,0.3333,-0.1
wretch,-0.6667,0.1333,-0.0667
wretched,-0.65,-0.15,-0.35
wring,-0.7,0.7,0.5
wrinkled,-0.7,-0.4,-0.3
wrongdoing,-0.6667,0.1333,-0.0667
wrongful,-0.6667,0.1333,-0.0667
wrongly,-0.6333,0.3333,-0.1
xenophobia,-0.5,0.7,-0.5
yearning,0.5333,0.4,0.3333
yell,-0.3,0.7,-0.0333
yelp,-0.3,0.7,-0.0333
young,0.4333,0.6,0.2333
youth,0.02,0.64,0.14
zany,0.3,0.7,-0.1
zeal,0.475,0.475,0.225
zealous,0.7,0.35,0.35
zest,0.5333,0.4,0.3333
